tree	lineage	ntaxa	tmrca	ptmrca	source	first_seen	last_seen	taxa
0	12	67	0.866626	0.866766	non-Chile	0.805404	0.350684	hCoV-19/Chile/RM-39996/2021|EPI_ISL_1321457|2021-02-25; hCoV-19/Chile/RM-42107/2021|EPI_ISL_1321462|2021-03-01; hCoV-19/Chile/LR-262486/2020|EPI_ISL_1167923|2020-12-22; hCoV-19/Chile/RM-40973/2021|EPI_ISL_1321461|2021-02-27; hCoV-19/Chile/RM-46301/2021|EPI_ISL_1321455|2021-03-08; hCoV-19/Chile/RM-51552/2021|EPI_ISL_1534553|2021-03-13; hCoV-19/Chile/RM-94406/2021|EPI_ISL_2509162|2021-05-15; hCoV-19/Chile/RM-97421/2021|EPI_ISL_2543507|2021-05-20; hCoV-19/Chile/RM-52028/2021|EPI_ISL_1540999|2021-03-14; hCoV-19/Chile/LR-66876/2021|EPI_ISL_1470544|2021-03-27; hCoV-19/Chile/LR-83151/2021|EPI_ISL_2597292|2021-04-20; hCoV-19/Chile/BI-99170/2021|EPI_ISL_2543594|2021-05-23; hCoV-19/Chile/LR-101022/2021|EPI_ISL_2557275|2021-05-25; hCoV-19/Chile/RM-100328/2021|EPI_ISL_2557304|2021-05-26; hCoV-19/Chile/RM-66087/2021|EPI_ISL_1534585|2021-03-29; hCoV-19/Chile/RM-90891/2021|EPI_ISL_2391421|2021-05-08; hCoV-19/Chile/AT-109149/2021|EPI_ISL_2756263|2021-06-06; hCoV-19/Chile/LR-89692/2021|EPI_ISL_2391240|2021-05-03; hCoV-19/Chile/RM-43288/2021|EPI_ISL_1321447|2021-03-03; hCoV-19/Chile/LI-92462/2021|EPI_ISL_2391334|2021-05-10; hCoV-19/Chile/LI-104024/2021|EPI_ISL_2663446|2021-05-31; hCoV-19/Chile/RM-64967/2021|EPI_ISL_1534577|2021-03-27; hCoV-19/Chile/RM-45357/2021|EPI_ISL_1321467|2021-03-05; hCoV-19/Chile/RM-71294/2021|EPI_ISL_1633522|2021-04-04; hCoV-19/Chile/RM-75266/2021|EPI_ISL_2009206|2021-04-09; hCoV-19/Chile/AN-88361/2021|EPI_ISL_2391154|2021-04-26; hCoV-19/Chile/NB-32569/2021|EPI_ISL_1300519|2021-02-10; hCoV-19/Chile/RM-37243/2021|EPI_ISL_1321460|2021-02-21; hCoV-19/Chile/RM-52039/2021|EPI_ISL_1541000|2021-03-14; hCoV-19/Chile/RM-70275/2021|EPI_ISL_1633509|2021-04-02; hCoV-19/Chile/BI-72833/2021|EPI_ISL_1541051|2021-04-04; hCoV-19/Chile/RM-49331/2021|EPI_ISL_1470416|2021-03-09; hCoV-19/Chile/ML-12/2020|EPI_ISL_1167926|2020-12-30; hCoV-19/Chile/RM-266418/2020|EPI_ISL_1167921|2020-12-30; hCoV-19/Chile/RM-267253/2020|EPI_ISL_1167924|2020-12-29; hCoV-19/Chile/RM-266419/2020|EPI_ISL_1167928|2020-12-30; hCoV-19/Chile/RM-1406/2021|EPI_ISL_1167927|2021-01-03; hCoV-19/Chile/RM-28214/2021|EPI_ISL_1321464|2021-02-04; hCoV-19/Chile/LR-74384/2021|EPI_ISL_1633377|2021-03-31; hCoV-19/Chile/LR-78686/2021|EPI_ISL_1712377|2021-04-12; hCoV-19/Chile/LR-74382/2021|EPI_ISL_1633376|2021-03-31; hCoV-19/Chile/LR-89687/2021|EPI_ISL_2391235|2021-05-03; hCoV-19/Chile/LR-74377/2021|EPI_ISL_1633374|2021-04-01; hCoV-19/Chile/LR-74378/2021|EPI_ISL_1633375|2021-04-01; hCoV-19/Chile/LR-75415/2021|EPI_ISL_1633409|2021-04-06; hCoV-19/Chile/LR-78683/2021|EPI_ISL_1712375|2021-04-12; hCoV-19/Chile/LR-78685/2021|EPI_ISL_1712376|2021-04-12; hCoV-19/Chile/LR-78689/2021|EPI_ISL_2009208|2021-04-12; hCoV-19/Chile/LR-83152/2021|EPI_ISL_2597293|2021-04-20; hCoV-19/Chile/LR-83154/2021|EPI_ISL_2597295|2021-04-20; hCoV-19/Chile/LL-79374/2021|EPI_ISL_2009278|2021-04-14; hCoV-19/Chile/LL-102340/2021|EPI_ISL_2663414|2021-05-30; hCoV-19/Chile/AT-81383/2021|EPI_ISL_2009598|2021-04-18; hCoV-19/Chile/LR-86424/2021|EPI_ISL_2391065|2021-04-27; hCoV-19/Chile/LR-89689/2021|EPI_ISL_2391237|2021-05-03; hCoV-19/Chile/LR-81392/2021|EPI_ISL_2009599|2021-04-18; hCoV-19/Chile/LR-83150/2021|EPI_ISL_2597291|2021-04-20; hCoV-19/Chile/AI-93779/2021|EPI_ISL_2508570|2021-05-11; hCoV-19/Chile/LR-93792/2021|EPI_ISL_2508578|2021-05-10; hCoV-19/Chile/BI-105372/2021|EPI_ISL_2659165|2021-05-30; hCoV-19/Chile/CO-89068/2021|EPI_ISL_2391269|2021-05-04; hCoV-19/Chile/ML-84831/2021|EPI_ISL_2009536|2021-04-26; hCoV-19/Chile/LL-72506/2021|EPI_ISL_1541044|2021-04-03; hCoV-19/Chile/ML-266537/2020|EPI_ISL_1167930|2020-12-27; hCoV-19/Chile/RM-266424/2020|EPI_ISL_1167932|2020-12-30; hCoV-19/Chile/RM-266423/2020|EPI_ISL_1167925|2020-12-30; hCoV-19/Chile/RM-11/2020|EPI_ISL_1300449|2020-12-30
0	13	1	0.610959	0.6227210000000001	non-Chile	0.610959	0.610959	hCoV-19/Chile/RM-43628/2021|EPI_ISL_1321463|2021-03-03
0	14	2	0.5921430000000001	0.6113660000000001	non-Chile	0.5780830000000001	0.38356200000000007	hCoV-19/Chile/AP-53843/2021|EPI_ISL_1470425|2021-03-15; hCoV-19/Chile/LR-101024/2021|EPI_ISL_2557277|2021-05-25
0	15	4	0.4450550000000001	0.6071730000000001	non-Chile	0.4383570000000001	0.37808300000000006	hCoV-19/Chile/ML-89982/2021|EPI_ISL_2391435|2021-05-05; hCoV-19/Chile/RM-97619/2021|EPI_ISL_2543517|2021-05-22; hCoV-19/Chile/RM-100514/2021|EPI_ISL_2663566|2021-05-27; hCoV-19/Chile/RM-91876/2021|EPI_ISL_2391318|2021-05-08
0	16	2	0.5295890000000001	0.580253	non-Chile	0.520548	0.443836	hCoV-19/Chile/TA-73411/2021|EPI_ISL_1633531|2021-04-05; hCoV-19/Chile/TA-89795/2021|EPI_ISL_2391251|2021-05-03
0	17	1	0.564384	0.565949	non-Chile	0.564384	0.564384	hCoV-19/Chile/RM-58075/2021|EPI_ISL_12145273|2021-03-20
0	18	1	0.438356	0.555709	non-Chile	0.438356	0.438356	hCoV-19/Chile/RM-90060/2021|EPI_ISL_2391473|2021-05-05
0	19	1	0.27671200000000007	0.548624	non-Chile	0.27671200000000007	0.27671200000000007	hCoV-19/Chile/AT-119998/2021|EPI_ISL_3132257|2021-07-03
0	20	1	0.517808	0.542348	non-Chile	0.517808	0.517808	hCoV-19/Chile/RM-73438/2021|EPI_ISL_2009203|2021-04-06
0	21	1	0.769864	0.7853600000000001	non-Chile	0.769864	0.769864	hCoV-19/Chile/RM-3595/2021|EPI_ISL_1167922|2021-01-04
0	22	2	0.44244800000000006	0.772086	non-Chile	0.42465900000000006	0.42191900000000004	hCoV-19/Chile/VS-93505/2021|EPI_ISL_2508615|2021-05-11; hCoV-19/Chile/VS-92459/2021|EPI_ISL_2509142|2021-05-10
0	23	1	0.745206	0.773695	non-Chile	0.745206	0.745206	hCoV-19/Chile/VS-13378/2021|EPI_ISL_1167933|2021-01-13
0	24	5	0.42603800000000003	0.439385	non-Chile	0.408219	0.38904000000000005	hCoV-19/Chile/VS-98135/2021|EPI_ISL_2543481|2021-05-17; hCoV-19/Chile/VS-100959/2021|EPI_ISL_2557302|2021-05-23; hCoV-19/Chile/VS-100960/2021|EPI_ISL_2557303|2021-05-17; hCoV-19/Chile/VS-98134/2021|EPI_ISL_2543480|2021-05-17; hCoV-19/Chile/RM-96097/2021|EPI_ISL_2509325|2021-05-16
0	25	2	0.518308	0.705496	non-Chile	0.5041100000000001	0.2904120000000001	hCoV-19/Chile/RM-76271/2021|EPI_ISL_2009300|2021-04-11; hCoV-19/Chile/BI-117487/2021|EPI_ISL_2894889|2021-06-28
0	26	1	0.5287680000000001	0.606238	non-Chile	0.5287680000000001	0.5287680000000001	hCoV-19/Chile/RM-70292/2021|EPI_ISL_1633414|2021-04-02
0	27	1	0.624658	0.647883	non-Chile	0.624658	0.624658	hCoV-19/Chile/RM-42957/2021|EPI_ISL_1321459|2021-02-26
0	28	9	0.668506	0.67178	non-Chile	0.632876	0.24931400000000004	hCoV-19/Chile/RM-38314/2021|EPI_ISL_1321458|2021-02-23; hCoV-19/Chile/RM-84485/2021|EPI_ISL_2391084|2021-04-26; hCoV-19/Chile/BI-93140/2021|EPI_ISL_2509119|2021-05-09; hCoV-19/Chile/LL-90405/2021|EPI_ISL_2391451|2021-04-30; hCoV-19/Chile/VS-106215/2021|EPI_ISL_2756332|2021-06-02; hCoV-19/Chile/AN-108169/2021|EPI_ISL_2756339|2021-06-07; hCoV-19/Chile/LL-125797/2021|EPI_ISL_3185793|2021-07-13; hCoV-19/Chile/LL-125988/2021|EPI_ISL_3368847|2021-07-11; hCoV-19/Chile/LL-115466/2021|EPI_ISL_2892807|2021-06-19
0	29	1	0.27123200000000014	0.3459550000000001	non-Chile	0.27123200000000014	0.27123200000000014	hCoV-19/Chile/VS-122565/2021|EPI_ISL_12145290|2021-07-05
0	30	1	0.5205460000000001	0.606257	non-Chile	0.5205460000000001	0.5205460000000001	hCoV-19/Chile/TA-73410/2021|EPI_ISL_1633530|2021-04-05
0	31	3	0.534217	0.5918810000000001	non-Chile	0.504108	0.47945000000000004	hCoV-19/Chile/TA-82581/2021|EPI_ISL_2597269|2021-04-20; hCoV-19/Chile/TA-77980/2021|EPI_ISL_1712349|2021-04-11; hCoV-19/Chile/TA-77979/2021|EPI_ISL_1712348|2021-04-11
0	32	1	0.5397240000000001	0.5918080000000001	non-Chile	0.5397240000000001	0.5397240000000001	hCoV-19/Chile/RM-66243/2021|EPI_ISL_1534587|2021-03-29
0	33	1	0.5890390000000001	0.5894980000000001	non-Chile	0.5890390000000001	0.5890390000000001	hCoV-19/Chile/RM-50203/2021|EPI_ISL_1321456|2021-03-11
0	34	1	0.506847	0.5463060000000002	non-Chile	0.506847	0.506847	hCoV-19/Chile/RM-76778/2021|EPI_ISL_1712325|2021-04-10
0	35	1	0.4438340000000002	0.5314480000000001	non-Chile	0.4438340000000002	0.4438340000000002	hCoV-19/Chile/RM-87654/2021|EPI_ISL_2391396|2021-05-03
0	36	7	0.4108700000000002	0.5305950000000001	non-Chile	0.3342450000000001	0.22191600000000022	hCoV-19/Chile/LI-111010/2021|EPI_ISL_2756132|2021-06-12; hCoV-19/Chile/VS-116727/2021|EPI_ISL_2894913|2021-06-24; hCoV-19/Chile/VS-126724/2021|EPI_ISL_3368848|2021-07-17; hCoV-19/Chile/VS-124104/2021|EPI_ISL_3185626|2021-07-10; hCoV-19/Chile/VS-115499/2021|EPI_ISL_2892984|2021-06-22; hCoV-19/Chile/VS-129836/2021|EPI_ISL_3546387|2021-07-23; hCoV-19/Chile/VS-124131/2021|EPI_ISL_3185638|2021-07-09
0	37	4	0.580976	0.594064	non-Chile	0.5342450000000001	0.33150500000000005	hCoV-19/Chile/RM-68272/2021|EPI_ISL_1633497|2021-03-31; hCoV-19/Chile/RM-111638/2021|EPI_ISL_2892914|2021-06-13; hCoV-19/Chile/ML-98769/2021|EPI_ISL_2543536|2021-05-23; hCoV-19/Chile/RM-73941/2021|EPI_ISL_1633538|2021-04-05
0	38	1	0.5068480000000001	0.5644720000000001	non-Chile	0.5068480000000001	0.5068480000000001	hCoV-19/Chile/RM-75679/2021|EPI_ISL_2009213|2021-04-10
0	39	1	0.4630120000000001	0.5492490000000001	non-Chile	0.4630120000000001	0.4630120000000001	hCoV-19/Chile/AN-88362/2021|EPI_ISL_2391155|2021-04-26
0	40	15	0.5520120000000001	0.557285	non-Chile	0.5260260000000001	0.1287649999999999	hCoV-19/Chile/RM-98752/2021|EPI_ISL_2543528|2021-05-24; hCoV-19/Chile/BI-133175/2021|EPI_ISL_3536100|2021-07-31; hCoV-19/Chile/BI-134649/2021|EPI_ISL_3537307|2021-08-02; hCoV-19/Chile/LR-132095/2021|EPI_ISL_3535991|2021-07-26; hCoV-19/Chile/BI-96176/2021|EPI_ISL_2543435|2021-05-15; hCoV-19/Chile/BI-139732/2021|EPI_ISL_3988276|2021-08-13; hCoV-19/Chile/BI-137636/2021|EPI_ISL_3987879|2021-08-09; hCoV-19/Chile/BI-139733/2021|EPI_ISL_3988277|2021-08-13; hCoV-19/Chile/BI-142081/2021|EPI_ISL_4631967|2021-08-20; hCoV-19/Chile/BI-144106/2021|EPI_ISL_4635519|2021-08-26; hCoV-19/Chile/BI-144107/2021|EPI_ISL_4635520|2021-08-26; hCoV-19/Chile/BI-124511/2021|EPI_ISL_3369375|2021-07-10; hCoV-19/Chile/BI-72492/2021|EPI_ISL_1541071|2021-04-04; hCoV-19/Chile/NB-71973/2021|EPI_ISL_1541013|2021-04-03; hCoV-19/Chile/NB-71974/2021|EPI_ISL_1541014|2021-04-03
0	41	2	0.539386	0.58416	non-Chile	0.5342450000000001	0.34520400000000007	hCoV-19/Chile/RM-68293/2021|EPI_ISL_1633498|2021-03-31; hCoV-19/Chile/RM-109839/2021|EPI_ISL_2756120|2021-06-08
