tip	date	distance	residual
hCoV-19/Chile/VS-51122/2021|EPI_ISL_2391370|2021-03-12	2021.1917808219177	4.7868543711611E-4	2.4026969319541533E-4
hCoV-19/Spain/MD-HGUGM-670972/2021|EPI_ISL_2402495|2021-05-28	2021.4027397260274	5.3934763711611E-4	2.0786768793507504E-4
hCoV-19/Spain/MD-HGUGM-678178/2021|EPI_ISL_2402466|2021-05-27	2021.4	5.3934763711611E-4	2.090763139773234E-4
hCoV-19/Spain/MD-HGUGM-670971/2021|EPI_ISL_2402482|2021-05-28	2021.4027397260274	5.3834763711611E-4	2.0686768793507502E-4
hCoV-19/Spain/CT-HUGTiPM023JU0G7/2021|EPI_ISL_2812520|2021-06-22	2021.4712328767123	6.4703413711611E-4	2.8533853687653455E-4
hCoV-19/Spain/MD-H12O_641/2021|EPI_ISL_3502766|2021-04-10	2021.2712328767122	4.6482423711611E-4	1.9135833796743733E-4
hCoV-19/Spain/MD-H12O_917/2021|EPI_ISL_3532486|2021-05-26	2021.3972602739725	6.1135063711611E-4	2.8228794001979376E-4
hCoV-19/Spain/MD-H12O_619/2021|EPI_ISL_3502724|2021-04-06	2021.2602739726028	3.9333843711610993E-4	1.2470704213676375E-4
hCoV-19/Spain/MD-H12O_622/2021|EPI_ISL_3502673|2021-04-06	2021.2602739726028	3.9433843711610995E-4	1.2570704213676377E-4
hCoV-19/Spain/MD-H12O_620/2021|EPI_ISL_3502679|2021-04-06	2021.2602739726028	4.3004013711610994E-4	1.6140874213676376E-4
hCoV-19/Spain/MD-H12O_621/2021|EPI_ISL_3502680|2021-04-06	2021.2602739726028	3.9533843711611E-4	1.267070421367638E-4
hCoV-19/USA/CA-CDC-FG-010580/2021|EPI_ISL_1458062|2021-03-19	2021.2109589041097	3.7791443711610994E-4	1.310383108988996E-4
hCoV-19/USA/CA-CDC-FG-031138/2021|EPI_ISL_2043742|2021-05-05	2021.3397260273973	6.3510333711611E-4	3.314217869088968E-4
hCoV-19/Peru/LIM-INS-5955/2021|EPI_ISL_5115725|2021-09-06	2021.6794520547944	5.9613323711611E-4	1.4258205765855364E-4
hCoV-19/Chile/RM-73767/2021|EPI_ISL_1633547|2021-04-03	2021.2520547945205	4.1192503711611004E-4	1.46919520263842E-4
hCoV-19/Peru/LIM-INS-2991/2021|EPI_ISL_3670644|2021-06-28	2021.4876712328767	4.8267643711611004E-4	1.1372908062248928E-4
hCoV-19/Peru/LAL-INS-6066/2021|EPI_ISL_5115833|2021-09-07	2021.682191780822	7.3751763711611E-4	2.827578316161942E-4
hCoV-19/Peru/C03m09/2021|EPI_ISL_3372575|2021-06-24	2021.4767123287672	4.8167643711611E-4	1.1756358479181577E-4
hCoV-19/USA/FL-CDC-STM-000707775/2021|EPI_ISL_5145554|2021-07-16	2021.5369863013698	5.5265243711611E-4	1.6194981186035335E-4
hCoV-19/Peru/LIM-INS-2060/2021|EPI_ISL_3376245|2021-05-03	2021.3342465753424	3.6662293711611E-4	6.535863899361557E-5
hCoV-19/Chile/RM-63859/2021|EPI_ISL_2391377|2021-03-25	2021.227397260274	3.7344053711611054E-4	1.1931265464485493E-4
hCoV-19/USA/CA-CDPH-3000052245/2021|EPI_ISL_8729620|2021-03-30	2021.2410958904109	4.272923371161112E-4	1.671213244332807E-4
hCoV-19/Chile/BI-72489/2021|EPI_ISL_1541068|2021-04-04	2021.2547945205479	4.469390371161112E-4	1.807248942214838E-4
hCoV-19/Chile/AR-137728/2021|EPI_ISL_3987900|2021-08-09	2021.6027397260275	4.829507371161112E-4	6.324108684406245E-5
hCoV-19/Chile/AR-140642/2021|EPI_ISL_4632676|2021-08-14	2021.6164383561643	5.215338371161112E-4	9.578105663248751E-5
hCoV-19/Chile/AR-116749/2021|EPI_ISL_2892611|2021-06-23	2021.4739726027397	4.8161493711611116E-4	1.187107108341763E-4
hCoV-19/Chile/RM-121650/2021|EPI_ISL_3132694|2021-07-05	2021.5068493150684	2.9903683711610986E-4	-7.837090167391557E-5
hCoV-19/Chile/LI-134380/2021|EPI_ISL_3537353|2021-08-02	2021.5835616438355	4.075662371161112E-4	-3.683030859421882E-6
hCoV-19/Chile/AT-116123/2021|EPI_ISL_2892702|2021-06-21	2021.468493150685	2.9955313711610984E-4	-6.093383708110625E-5
hCoV-19/Chile/RM-131501/2021|EPI_ISL_3363677|2021-07-27	2021.5671232876712	4.4818513711611114E-4	4.418762539462335E-5
hCoV-19/Chile/RM-131498/2021|EPI_ISL_3363676|2021-07-27	2021.5671232876712	4.4818513711611114E-4	4.418762539462335E-5
hCoV-19/Chile/RM-63895/2021|EPI_ISL_1470559|2021-03-24	2021.2246575342465	2.6035373711610986E-4	7.4344806873246445E-6
hCoV-19/Chile/RM-68796/2021|EPI_ISL_1534598|2021-03-30	2021.2410958904109	2.605094371161098E-4	3.384244332793303E-7
hCoV-19/Peru/PUN-UPCH-0933/2021|EPI_ISL_3707438|2021-07-20	2021.5479452054794	4.433532371161111E-4	4.781610769091695E-5
hCoV-19/Peru/LIM-UPCH-0942/2021|EPI_ISL_3707439|2021-07-26	2021.5643835616438	5.153264371161111E-4	1.1253755143687165E-4
hCoV-19/Peru/ARE-INS-8768/2021|EPI_ISL_6208664|2021-10-11	2021.7753424657535	5.888686371161112E-4	9.301554617653141E-5
hCoV-19/Chile/TA-81027/2021|EPI_ISL_2009651|2021-04-19	2021.295890410959	3.328779371161099E-4	4.8534403586424784E-5
hCoV-19/Peru/SAM-INS-2426/2021|EPI_ISL_3401609|2021-01-08	2021.0191780821917	1.869561371161098E-4	2.4683833862946148E-5
hCoV-19/Chile/VS-128505/2021|EPI_ISL_3365085|2021-07-19	2021.545205479452	3.698123371161105E-4	-2.4516166266724273E-5
hCoV-19/Chile/VS-128506/2021|EPI_ISL_3365089|2021-07-19	2021.545205479452	3.698123371161105E-4	-2.4516166266724273E-5
hCoV-19/Chile/VS-128508/2021|EPI_ISL_11976019|2021-07-19	2021.545205479452	4.0381733711611107E-4	9.488833733276307E-6
hCoV-19/Chile/VS-128507/2021|EPI_ISL_3365093|2021-07-19	2021.545205479452	4.395465371161111E-4	4.5218033733276345E-5
hCoV-19/Chile/CO-103843/2021|EPI_ISL_2663600|2021-06-01	2021.4136986301369	3.6595493711611045E-4	2.964048376574897E-5
hCoV-19/Chile/BI-130670/2021|EPI_ISL_3368429|2021-07-25	2021.5616438356165	2.949701371161099E-4	-1.0661012252077015E-4
hCoV-19/Chile/BI-127632/2021|EPI_ISL_3262673|2021-07-18	2021.5424657534247	2.9597013711610986E-4	-9.714974022436551E-5
hCoV-19/Chile/BI-130664/2021|EPI_ISL_3368426|2021-07-24	2021.558904109589	3.294576371161099E-4	-7.091399647841078E-5
hCoV-19/Chile/TA-54510/2021|EPI_ISL_1470428|2021-03-15	2021.2	2.180370371161098E-4	-2.4004584931662997E-5
hCoV-19/Chile/RM-63892/2021|EPI_ISL_1470556|2021-03-23	2021.2219178082191	1.8326993711610982E-4	-6.844069327042703E-5
hCoV-19/Peru/JUN-INS-2016/2021|EPI_ISL_3376201|2021-04-20	2021.2986301369863	2.5458603711610983E-4	-3.096612245593466E-5
hCoV-19/Peru/PIU-INS-2136/2021|EPI_ISL_3376321|2021-01-29	2021.0767123287671	1.8040003711610982E-4	-7.253413026267843E-6
hCoV-19/Chile/AI-113869/2021|EPI_ISL_2892723|2021-06-16	2021.454794520548	1.8026993711610983E-4	-1.7417390686942037E-4
hCoV-19/Chile/AI-119938/2021|EPI_ISL_3144942|2021-07-01	2021.495890410959	1.8026993711610983E-4	-1.9230329750458908E-4
hCoV-19/Chile/AT-103189/2021|EPI_ISL_2663441|2021-05-29	2021.4054794520548	3.190490371161099E-4	-1.3639538107284449E-5
hCoV-19/Chile/AT-103176/2021|EPI_ISL_2663436|2021-05-30	2021.4082191780822	4.003996371161109E-4	6.650243585035718E-5
hCoV-19/Chile/AT-103184/2021|EPI_ISL_12144359|2021-05-30	2021.4082191780822	3.644372371161104E-4	3.054003585035666E-5
hCoV-19/Chile/AT-103193/2021|EPI_ISL_2663443|2021-05-29	2021.4054794520548	3.5312513711611006E-4	2.043656189271571E-5
hCoV-19/Peru/ANC-INS-2030/2021|EPI_ISL_3376215|2021-03-26	2021.2301369863014	2.1422623711610982E-4	-4.111027139739416E-5
hCoV-19/Chile/NB-63488/2021|EPI_ISL_1470471|2021-03-22	2021.2191780821918	1.415028371161099E-4	-1.0899916722806755E-4
hCoV-19/Chile/RM-68253/2021|EPI_ISL_1633495|2021-03-31	2021.2438356164384	1.415028371161099E-4	-1.1987680160919099E-4
hCoV-19/Chile/RM-56622/2021|EPI_ISL_1470446|2021-03-17	2021.2054794520548	1.415028371161099E-4	-1.0295603701638165E-4
hCoV-19/Peru/ARE-CABANA-PE-UPCH-1478/2021|EPI_ISL_7961416|2021-06-22	2021.4712328767123	3.587995371161103E-4	-2.8960631234651755E-6
hCoV-19/Peru/LIM-INS-6327/2021|EPI_ISL_5499478|2021-06-19	2021.4630136986302	2.1122373711610984E-4	-1.468459849964985E-4
hCoV-19/Chile/CO-35720/2021|EPI_ISL_1321477|2021-02-16	2021.1260273972603	2.6099443711610987E-4	5.158571821159636E-5
hCoV-19/Peru/LIM-INS-5956/2021|EPI_ISL_5115728|2021-09-06	2021.6794520547944	4.7137303711611083E-4	1.7821857658554424E-5
hCoV-19/Chile/ML-102818/2021|EPI_ISL_2663426|2021-05-30	2021.4082191780822	3.544635371161101E-4	2.056633585035639E-5
hCoV-19/Chile/ML-102826/2021|EPI_ISL_2663432|2021-05-30	2021.4082191780822	3.912941371161108E-4	5.739693585035709E-5
hCoV-19/Peru/JUN-INS-2022/2021|EPI_ISL_3376207|2021-04-26	2021.3150684931506	3.9144303711611086E-4	9.863912129002108E-5
hCoV-19/Chile/AI-93769/2021|EPI_ISL_2508565|2021-05-11	2021.3561643835617	1.3650283711610993E-4	-1.7443046934514857E-4
hCoV-19/Chile/AI-119932/2021|EPI_ISL_3144941|2021-06-30	2021.4931506849316	1.7226663711610984E-4	-1.990979714622297E-4
hCoV-19/Chile/AI-116962/2021|EPI_ISL_2892713|2021-06-23	2021.4739726027397	1.7226663711610984E-4	-1.9063758916582502E-4
hCoV-19/Chile/LL-129106/2021|EPI_ISL_3365074|2021-07-21	2021.5506849315068	3.167955371161099E-4	-7.995021835133258E-5
hCoV-19/Chile/RM-126182/2021|EPI_ISL_3369362|2021-07-16	2021.5369863013698	2.7995813711610993E-4	-1.1074448813964667E-4
hCoV-19/Chile/RM-130361/2021|EPI_ISL_3536107|2021-07-27	2021.5671232876712	3.1502973711610994E-4	-8.896777460537785E-5
hCoV-19/Chile/BI-127635/2021|EPI_ISL_3262675|2021-07-17	2021.5397260273974	5.349261371161107E-4	1.4301488581788368E-4
hCoV-19/Peru/JUN-INS-2013/2021|EPI_ISL_3376198|2021-04-19	2021.295890410959	3.511883371161101E-4	6.684480358642498E-5
hCoV-19/Peru/ANC-INS-2071/2021|EPI_ISL_3376256|2021-03-24	2021.2246575342465	3.1555083711610994E-4	6.263158068732473E-5
hCoV-19/Peru/LIM-INS-2132/2021|EPI_ISL_3376317|2021-03-04	2021.1698630136987	2.0651923711610985E-4	-2.222749846593177E-5
hCoV-19/Peru/ANC-INS-6052/2021|EPI_ISL_5115820|2021-08-30	2021.6602739726027	6.136042371161107E-4	1.6851343995495898E-4
hCoV-19/Peru/SAM-INS-2421/2021|EPI_ISL_3401604|2021-01-09	2021.021917808219	2.4197893711610987E-4	7.849800782058682E-5
hCoV-19/Peru/SAM-INS-2431/2021|EPI_ISL_3401613|2021-02-15	2021.123287671233	2.0301423711610985E-4	-5.185855746155305E-6
hCoV-19/Chile/RM-79377/2021|EPI_ISL_2009297|2021-04-14	2021.282191780822	2.3820993711610986E-4	-4.009046620188935E-5
hCoV-19/Chile/RM-62174/2021|EPI_ISL_1470453|2021-03-22	2021.2191780821918	2.3674803711610986E-4	-1.3753967228067606E-5
hCoV-19/Chile/LI-108574/2021|EPI_ISL_2756238|2021-06-08	2021.4328767123288	3.834984371161107E-4	3.8723601469233524E-5
hCoV-19/USA/CA-CDC-ASC210054161/2021|EPI_ISL_2035069|2021-04-09	2021.268493150685	2.3908093711610986E-4	-3.3176335990203455E-5
hCoV-19/Chile/AI-75403/2021|EPI_ISL_1633403|2021-04-05	2021.2575342465752	1.2846633711610994E-4	-1.3895643182076583E-4
hCoV-19/Chile/NB-93580/2021|EPI_ISL_2508559|2021-05-12	2021.358904109589	1.2746633711610995E-4	-1.8467559538750793E-4
hCoV-19/Peru/LIM-INS-2083/2021|EPI_ISL_3376268|2021-05-04	2021.33698630137	1.6126243711610987E-4	-1.4121048704874396E-4
hCoV-19/USA/NY-P7F1/2021|EPI_ISL_5156649|2021-03-24	2021.2246575342465	1.6052213711610988E-4	-9.239711931267533E-5
hCoV-19/Peru/LIM-INS-1985/2021|EPI_ISL_3376174|2021-05-01	2021.3287671232877	3.859053371161105E-4	8.705829107833482E-5
hCoV-19/Chile/AI-75405/2021|EPI_ISL_1633404|2021-04-07	2021.2630136986302	1.2346633711610993E-4	-1.4637368390548462E-4
hCoV-19/Chile/AN-116090/2021|EPI_ISL_2892602|2021-05-16	2021.3698630136987	3.773593371161105E-4	6.0382900443166094E-5
hCoV-19/Chile/BI-76650/2021|EPI_ISL_2009209|2021-04-11	2021.2739726027398	1.5628233711610987E-4	-1.1839218807492221E-4
hCoV-19/Chile/NB-63489/2021|EPI_ISL_1470472|2021-03-24	2021.2246575342465	1.2046633711610994E-4	-1.3245291931267527E-4
hCoV-19/Peru/JUN-INS-2006/2021|EPI_ISL_3376191|2021-04-19	2021.295890410959	1.911876371161099E-4	-9.315589641357522E-5
hCoV-19/Chile/BI-93142/2021|EPI_ISL_2509114|2021-05-09	2021.3506849315067	1.532252371161099E-4	-1.5529081726042983E-4
hCoV-19/Chile/RM-56853/2021|EPI_ISL_1633474|2021-03-18	2021.2082191780821	1.8917423711610988E-4	-5.6493263058630044E-5
hCoV-19/Chile/AI-93771/2021|EPI_ISL_2508566|2021-05-10	2021.3534246575343	1.1646633711610995E-4	-1.9325834330278916E-4
hCoV-19/Chile/AI-110265/2021|EPI_ISL_2892719|2021-06-10	2021.4383561643835	1.871922371161099E-4	-1.59999850615375E-4
hCoV-19/Chile/AI-90768/2021|EPI_ISL_2391464|2021-05-05	2021.3397260273973	1.492252371161099E-4	-1.544563130911033E-4
hCoV-19/Chile/RM-48367/2021|EPI_ISL_1633482|2021-03-09	2021.1835616438357	1.1346633711610996E-4	-1.2132352867761756E-4
hCoV-19/Spain/MD-HRYC-11814659/2021|EPI_ISL_1912313|2021-04-19	2021.295890410959	3.4116423711611E-4	5.682070358642487E-5
hCoV-19/Peru/LAL-INS-2173/2021|EPI_ISL_3376357|2021-02-22	2021.1424657534246	1.856263371161099E-4	-3.1034138042448906E-5
hCoV-19/Peru/SAM-INS-2425/2021|EPI_ISL_3401608|2021-02-08	2021.1041095890412	1.4621943711610991E-4	-5.352027344975057E-5
hCoV-19/Peru/TUM-FPT02060/2021|EPI_ISL_3696166|2021-03-31	2021.2438356164384	1.452278371161099E-4	-1.1615180160919099E-4
hCoV-19/Peru/SAM-INS-2423/2021|EPI_ISL_3401606|2021-02-13	2021.1178082191782	2.5415443711610994E-4	4.837159633856356E-5
hCoV-19/Peru/ARE-INS-6283/2021|EPI_ISL_5498905|2021-06-03	2021.4191780821918	1.801878371161099E-4	-1.5854386831897033E-4
hCoV-19/Peru/ARE-INS-2585/2021|EPI_ISL_3537695|2021-05-28	2021.4027397260274	3.2569853711610997E-4	-5.781412064924992E-6
hCoV-19/Peru/ARE-CABANA-PE-UPCH-1577/2021|EPI_ISL_7961428|2021-07-10	2021.5205479452054	5.113335371161102E-4	1.2788266811439883E-4
hCoV-19/Peru/C03m13/2021|EPI_ISL_3372578|2021-07-01	2021.495890410959	4.3441663711611006E-4	6.184340249541114E-5
hCoV-19/Peru/ARE-INS-6291/2021|EPI_ISL_5499020|2021-06-07	2021.4301369863015	3.6131883711611017E-4	1.7752627511592387E-5
hCoV-19/Spain/NC-CHN-01003416/2021|EPI_ISL_2516750|2021-06-02	2021.4164383561645	3.607943371161101E-4	2.3271257723278213E-5
hCoV-19/USA/AZ-CDC-LC0130346/2021|EPI_ISL_5224101|2021-07-26	2021.5643835616438	5.068001371161101E-4	1.0401125143687066E-4
hCoV-19/USA/VA-CDC-2-4611094/2021|EPI_ISL_3355151|2021-05-27	2021.4	4.086536371161101E-4	7.838231397732352E-5
hCoV-19/USA/MA-UMASSMED-P026B04/2021|EPI_ISL_3409836|2021-05-24	2021.3917808219178	5.171736371161101E-4	1.9052819210440164E-4
hCoV-19/USA/AZ-TG1007506/2021|EPI_ISL_8364870|2021-08-02	2021.5835616438355	4.3783643711611006E-4	2.6587169140576987E-5
hCoV-19/USA/CA-CDPH-6000002375/2021|EPI_ISL_9756304|2021-08-10	2021.6054794520549	4.713804371161101E-4	5.0462160801701956E-5
hCoV-19/USA/CA-CDPH-3000143126/2021|EPI_ISL_4958737|2021-08-12	2021.6109589041096	4.7102423711611007E-4	4.7688708717094175E-5
hCoV-19/Panama/PASEQ87-GMI/2021|EPI_ISL_11686507|2021-06-16	2021.454794520548	3.2639103711611E-4	-2.8052806869420218E-5
hCoV-19/USA/CA-CDC-ASC210177808/2021|EPI_ISL_4379730|2021-08-25	2021.6465753424657	3.2770883711611E-4	-1.1133882983335584E-4
hCoV-19/USA/CA-CDPH-3000138815/2021|EPI_ISL_4945961|2021-08-09	2021.6027397260275	4.0052943711611007E-4	-1.918021315593869E-5
hCoV-19/USA/NJ-PHEL-V21006096/2021|EPI_ISL_3477149|2021-08-01	2021.5808219178082	4.709565371161101E-4	6.0915895182825364E-5
hCoV-19/Peru/CUS-UPCH-1358/2021|EPI_ISL_5147208|2021-09-13	2021.6986301369864	4.004357371161101E-4	-6.157582463785097E-5
hCoV-19/Peru/CUS-UPCH-1368/2021|EPI_ISL_5147217|2021-09-13	2021.6986301369864	4.004357371161101E-4	-6.157582463785097E-5
hCoV-19/Peru/CUS-UPCH-1398/2021|EPI_ISL_5147112|2021-09-20	2021.717808219178	3.9955843711611007E-4	-7.091350693425567E-5
hCoV-19/Peru/CUS-UPCH-1378/2021|EPI_ISL_5147110|2021-09-18	2021.7123287671234	3.6566543711611006E-4	-1.0238925484964793E-4
hCoV-19/Peru/LIM-UPCH-1183/2021|EPI_ISL_5147138|2021-08-11	2021.6082191780822	4.004090371161101E-4	-2.17178652405464E-5
hCoV-19/Peru/LIM-UPCH-1178/2021|EPI_ISL_5147121|2021-08-10	2021.6054794520549	3.6466543711611004E-4	-5.625283919829811E-5
hCoV-19/Peru/LIM-UPCH-1181/2021|EPI_ISL_5147129|2021-08-11	2021.6082191780822	4.3245243711611007E-4	1.0325534759453563E-5
hCoV-19/Peru/LIM-UPCH-1251/2021|EPI_ISL_5147245|2021-08-15	2021.6191780821919	3.977062371161101E-4	-2.925516940998393E-5
hCoV-19/Peru/LIM-UPCH-1162/2021|EPI_ISL_5147098|2021-08-09	2021.6027397260275	3.9569853711611004E-4	-2.4011113155938718E-5
hCoV-19/Chile/NB-63491/2021|EPI_ISL_1470474|2021-03-22	2021.2191780821918	1.3818283711610992E-4	-1.1231916722806754E-4
hCoV-19/Chile/LI-111011/2021|EPI_ISL_2756133|2021-06-12	2021.4438356164383	2.0916893711610992E-4	-1.4044040269998274E-4
hCoV-19/Chile/RM-28872/2021|EPI_ISL_12145272|2021-02-04	2021.0931506849315	1.7192823711610993E-4	-2.2976969280313013E-5
hCoV-19/Chile/BI-135601/2021|EPI_ISL_3982660|2021-08-04	2021.5890410958905	3.1992023711611E-4	-9.374628294425285E-5
hCoV-19/Chile/BI-128328/2021|EPI_ISL_12144382|2021-07-19	2021.545205479452	3.5507383711611E-4	-3.925466626672475E-5
hCoV-19/Chile/BI-133171/2021|EPI_ISL_4632813|2021-07-30	2021.5753424657535	3.1892023711611E-4	-8.870315273245595E-5
hCoV-19/Chile/RM-119980/2021|EPI_ISL_12144476|2021-07-03	2021.5013698630137	3.1805763711611E-4	-5.693284958919667E-5
hCoV-19/Mexico/MEX-INMEGEN-06-01-245/2021|EPI_ISL_2616874|2021-06-02	2021.4164383561645	7.214915628838919E-4	3.8396848349106006E-4
hCoV-19/Mexico/CAM-INER_IMSS_1365/2021|EPI_ISL_3155375|2021-07-05	2021.5068493150684	7.571633628838919E-4	3.797556240938665E-4
hCoV-19/Mexico/TAB-InDRE_FB19660_S4529/2021|EPI_ISL_3033382|2021-07-02	2021.4986301369863	7.94188562883892E-4	4.204067022208337E-4
hCoV-19/Mexico/TAB-InDRE_FB17709_S3427/2021|EPI_ISL_2736817|2021-06-14	2021.4493150684932	6.872499628838918E-4	3.3522337098296933E-4
hCoV-19/Mexico/TAB-INMEGEN-06-02-287/2021|EPI_ISL_2692783|2021-06-08	2021.4328767123288	6.889359628838918E-4	3.441611272370146E-4
hCoV-19/Mexico/TAB-InDRE_FB18336_S3920/2021|EPI_ISL_2835106|2021-06-22	2021.4712328767123	7.61509162883892E-4	3.998135626443165E-4
hCoV-19/Mexico/TAB-InDRE_FB23436_S5554/2021|EPI_ISL_3769082|2021-07-21	2021.5506849315068	6.872519628838918E-4	2.905062074164493E-4
hCoV-19/Mexico/TAB-InDRE_FB17705_S3423/2021|EPI_ISL_2736810|2021-06-14	2021.4493150684932	6.506922628838918E-4	2.986656709829693E-4
hCoV-19/Mexico/TAB-InDRE_FB23432_S5552/2021|EPI_ISL_3769084|2021-07-21	2021.5506849315068	7.224122628838919E-4	3.256665074164494E-4
hCoV-19/Mexico/TAB_InDRE_FD83813_S6210/2021|EPI_ISL_3923761|2021-07-30	2021.5753424657535	9.40519762883892E-4	5.328963730353261E-4
hCoV-19/Mexico/TAB-INMEGEN-18-24/2021|EPI_ISL_3160657|2021-07-14	2021.531506849315	8.68911962883892E-4	4.806265897127431E-4
hCoV-19/Mexico/TAB-InDRE_FB18180_S3912/2021|EPI_ISL_2835098|2021-06-21	2021.468493150685	6.832488628838918E-4	3.2276188868667576E-4
hCoV-19/Mexico/TAB-InDRE_FB23420_S5547/2021|EPI_ISL_3769081|2021-07-21	2021.5506849315068	7.915726628838919E-4	3.948269074164494E-4
hCoV-19/Mexico/VER-INMEGEN-20-336/2021|EPI_ISL_3503554|2021-07-29	2021.572602739726	7.561688628838919E-4	3.4975409907757435E-4
hCoV-19/Mexico/TAB-InDRE_FB23454_S5559/2021|EPI_ISL_3769083|2021-07-21	2021.5506849315068	7.222385628838919E-4	3.254928074164494E-4
hCoV-19/Mexico/TAB-InDRE_FB21350_S5192/2021|EPI_ISL_3460004|2021-07-12	2021.5260273972603	7.56786362883892E-4	3.7091824179746186E-4
hCoV-19/Mexico/TAB-InDRE_FB18173_S3911/2021|EPI_ISL_2835097|2021-06-21	2021.468493150685	7.587485628838919E-4	3.982615886866758E-4
hCoV-19/Mexico/TAB-InDRE_FB23281_S5544/2021|EPI_ISL_3769080|2021-07-20	2021.5479452054794	6.472565628838918E-4	2.517194334586976E-4
hCoV-19/Mexico/TAB-InDRE_FB17201_S3405/2021|EPI_ISL_2688828|2021-06-08	2021.4328767123288	6.472574628838917E-4	3.024826272370146E-4
hCoV-19/Mexico/TAB-InDRE_FB18190_S3913/2021|EPI_ISL_2835099|2021-06-21	2021.468493150685	6.482613628838917E-4	2.877743886866756E-4
hCoV-19/Mexico/TAB-InDRE_FB23278_S5543/2021|EPI_ISL_3769079|2021-07-20	2021.5479452054794	6.111262628838917E-4	2.1558913345869752E-4
hCoV-19/Mexico/TAB-InDRE_FB17308_S3416/2021|EPI_ISL_2736792|2021-06-09	2021.4356164383562	6.823785628838917E-4	3.363951011947662E-4
hCoV-19/Mexico/CAM-INER_IMSS_1335/2021|EPI_ISL_3155346|2021-07-02	2021.4986301369863	8.27256762883892E-4	4.534749022208337E-4
hCoV-19/Mexico/TAB-InDRE_FB26934_S5787/2021|EPI_ISL_3768916|2021-07-30	2021.5753424657535	6.456240628838917E-4	2.3800067303532575E-4
