Virus name,Accession ID,Pango lineage,Country,State,Date,surveillance,Variant,epiweek
hCoV-19/Colombia/DC-INS-VG-1512/2021|EPI_ISL_1820934|2021-03-15,EPI_ISL_1820934,B.1.621,Colombia,Bogota,2021-03-15,background_sequences,Mu,64
hCoV-19/Colombia/MAG-INS-VG-1622/2021|EPI_ISL_1582989|2021-03-17,EPI_ISL_1582989,B.1.621,Colombia,Magdalena,2021-03-17,background_sequences,Mu,64
hCoV-19/Colombia/CAQ-INS-VG-2178/2021|EPI_ISL_2500969|2021-03-18,EPI_ISL_2500969,B.1.621,Colombia,Caqueta,2021-03-18,background_sequences,Mu,64
hCoV-19/Colombia/DC-INS-VG-1525/2021|EPI_ISL_1820928|2021-03-14,EPI_ISL_1820928,B.1.621,Colombia,Bogota,2021-03-14,background_sequences,Mu,64
hCoV-19/Colombia/NSA-INS-VG-1909/2021|EPI_ISL_1820946|2021-03-27,EPI_ISL_1820946,B.1.621,Colombia,Norte de Santander,2021-03-27,background_sequences,Mu,65
hCoV-19/Colombia/CAS-INS-VG-1930/2021|EPI_ISL_1820947|2021-03-25,EPI_ISL_1820947,B.1.621,Colombia,Casanare,2021-03-25,background_sequences,Mu,65
hCoV-19/Colombia/VID-INS-VG-1742/2021|EPI_ISL_1582987|2021-03-24,EPI_ISL_1582987,B.1.621,Colombia,Vichada,2021-03-24,background_sequences,Mu,65
hCoV-19/Colombia/ANT-CWOHC-VG-SEC00332T/2021|EPI_ISL_2321583|2021-03-26,EPI_ISL_2321583,B.1.621,Colombia,Antioquia,2021-03-26,background_sequences,Mu,65
hCoV-19/Colombia/BOL-INS-VG-2014/2021|EPI_ISL_3385781|2021-04-03,EPI_ISL_3385781,B.1.621,Colombia,Bolivar,2021-04-03,background_sequences,Mu,66
hCoV-19/Colombia/ATL-I49/2021|EPI_ISL_3368473|2021-04-03,EPI_ISL_3368473,B.1.621,Colombia,Atlantico,2021-04-03,background_sequences,Mu,66
hCoV-19/Colombia/VAC-VG-3649/2021|EPI_ISL_3369937|2021-04-01,EPI_ISL_3369937,B.1.621,Colombia,Valle Del Cauca,2021-04-01,background_sequences,Mu,66
hCoV-19/Colombia/BOY-INS-VG-3485/2021|EPI_ISL_3385770|2021-04-03,EPI_ISL_3385770,B.1.621,Colombia,Boyaca,2021-04-03,background_sequences,Mu,66
hCoV-19/Colombia/ANT-PRO-LDSP359/2021|EPI_ISL_4958020|2021-04-08,EPI_ISL_4958020,B.1.621,Colombia,Antioquia,2021-04-08,background_sequences,Mu,67
hCoV-19/Colombia/ANT-PRO-LDSP289/2021|EPI_ISL_4984847|2021-04-07,EPI_ISL_4984847,B.1.621,Colombia,Antioquia,2021-04-07,background_sequences,Mu,67
hCoV-19/Colombia/RIS-INS-VG-5618/2021|EPI_ISL_4946240|2021-04-09,EPI_ISL_4946240,B.1.621,Colombia,Risaralda,2021-04-09,background_sequences,Mu,67
hCoV-19/Colombia/ANT-CWOHC-VG-SEC00360V/2021|EPI_ISL_2136287|2021-04-05,EPI_ISL_2136287,B.1.621,Colombia,Antioquia,2021-04-05,background_sequences,Mu,67
hCoV-19/Colombia/ANT-CWOHC-VG-SEC00412V/2021|EPI_ISL_2136335|2021-04-14,EPI_ISL_2136335,B.1.621,Colombia,Antioquia,2021-04-14,background_sequences,Mu,68
hCoV-19/Colombia/ANT-CWOHC-VG-SEC00403M/2021|EPI_ISL_2136326|2021-04-15,EPI_ISL_2136326,B.1.621,Colombia,Antioquia,2021-04-15,background_sequences,Mu,68
hCoV-19/Colombia/VAC-INS-VG-5613/2021|EPI_ISL_4946238|2021-04-16,EPI_ISL_4946238,B.1.621,Colombia,Valle del Cauca,2021-04-16,background_sequences,Mu,68
hCoV-19/Colombia/CAL-INS-VG-5619/2021|EPI_ISL_4946247|2021-04-16,EPI_ISL_4946247,B.1.621,Colombia,Caldas,2021-04-16,background_sequences,Mu,68
hCoV-19/Colombia/VAC-VG-3633/2021|EPI_ISL_3369921|2021-04-19,EPI_ISL_3369921,B.1.621,Colombia,Valle Del Cauca,2021-04-19,background_sequences,Mu,69
hCoV-19/Colombia/VAC-INS-VG-5612/2021|EPI_ISL_4946219|2021-04-18,EPI_ISL_4946219,B.1.621,Colombia,Valle del Cauca,2021-04-18,background_sequences,Mu,69
hCoV-19/Colombia/VAC-INS-VG-5609/2021|EPI_ISL_4946220|2021-04-21,EPI_ISL_4946220,B.1.621,Colombia,Valle del Cauca,2021-04-21,background_sequences,Mu,69
hCoV-19/Colombia/NAR-VG-3804/2021|EPI_ISL_3369934|2021-04-21,EPI_ISL_3369934,B.1.621,Colombia,Narino,2021-04-21,background_sequences,Mu,69
hCoV-19/Colombia/CES-INS-VG-4682/2021|EPI_ISL_3385769|2021-05-01,EPI_ISL_3385769,B.1.621,Colombia,Cesar,2021-05-01,background_sequences,Mu,70
hCoV-19/Colombia/VAC-VG-3663/2021|EPI_ISL_3369948|2021-04-25,EPI_ISL_3369948,B.1.621,Colombia,Valle Del Cauca,2021-04-25,background_sequences,Mu,70
hCoV-19/Colombia/VAC-VG-3651/2021|EPI_ISL_3369930|2021-04-26,EPI_ISL_3369930,B.1.621,Colombia,Valle Del Cauca,2021-04-26,background_sequences,Mu,70
hCoV-19/Colombia/LAG-INS-VG-3951/2021|EPI_ISL_3385772|2021-05-01,EPI_ISL_3385772,B.1.621,Colombia,La Guajira,2021-05-01,background_sequences,Mu,70
hCoV-19/Colombia/VAC-INS-VG-5620/2021|EPI_ISL_4946217|2021-05-08,EPI_ISL_4946217,B.1.621,Colombia,Valle del Cauca,2021-05-08,background_sequences,Mu,71
hCoV-19/Colombia/QUI-VG-3598/2021|EPI_ISL_3369936|2021-05-03,EPI_ISL_3369936,B.1.621,Colombia,Quindio,2021-05-03,background_sequences,Mu,71
hCoV-19/Colombia/RIS-VG-3857/2021|EPI_ISL_3369952|2021-05-08,EPI_ISL_3369952,B.1.621,Colombia,Risaralda,2021-05-08,background_sequences,Mu,71
hCoV-19/Colombia/QUI-VG-3596/2021|EPI_ISL_3369941|2021-05-03,EPI_ISL_3369941,B.1.621,Colombia,Quindio,2021-05-03,background_sequences,Mu,71
hCoV-19/Colombia/ANT-PRO-LDSP50/2021|EPI_ISL_4965784|2021-05-11,EPI_ISL_4965784,B.1.621,Colombia,Antioquia,2021-05-11,background_sequences,Mu,72
hCoV-19/Colombia/RIS-VG-3855/2021|EPI_ISL_3369951|2021-05-12,EPI_ISL_3369951,B.1.621,Colombia,Risaralda,2021-05-12,background_sequences,Mu,72
hCoV-19/Colombia/MAG-INS-VG-3615/2021|EPI_ISL_3372558|2021-05-10,EPI_ISL_3372558,B.1.621,Colombia,Magdalena,2021-05-10,background_sequences,Mu,72
hCoV-19/Colombia/QUI-VG-3606/2021|EPI_ISL_3369924|2021-05-13,EPI_ISL_3369924,B.1.621,Colombia,Quindio,2021-05-13,background_sequences,Mu,72
hCoV-19/Colombia/MAG-INS-VG-3064/2021|EPI_ISL_3385850|2021-05-16,EPI_ISL_3385850,B.1.621,Colombia,Magdalena,2021-05-16,background_sequences,Mu,73
hCoV-19/Colombia/CES-INS-VG-3396/2021|EPI_ISL_3385810|2021-05-16,EPI_ISL_3385810,B.1.621,Colombia,Cesar,2021-05-16,background_sequences,Mu,73
hCoV-19/Colombia/MAG-INS-VG-3063/2021|EPI_ISL_3385817|2021-05-16,EPI_ISL_3385817,B.1.621,Colombia,Magdalena,2021-05-16,background_sequences,Mu,73
hCoV-19/Colombia/CES-INS-VG-3395/2021|EPI_ISL_3385786|2021-05-16,EPI_ISL_3385786,B.1.621,Colombia,Cesar,2021-05-16,background_sequences,Mu,73
hCoV-19/Colombia/ANT-PRO-LDSP47/2021|EPI_ISL_4965699|2021-05-23,EPI_ISL_4965699,B.1.621,Colombia,Antioquia,2021-05-23,background_sequences,Mu,74
hCoV-19/Colombia/RIS-INS-VG-5807/2021|EPI_ISL_5199335|2021-05-27,EPI_ISL_5199335,B.1.621,Colombia,Risaralda,2021-05-27,background_sequences,Mu,74
hCoV-19/Colombia/NAR-INS-VG-5981/2021|EPI_ISL_5199333|2021-05-23,EPI_ISL_5199333,B.1.621,Colombia,Nariño,2021-05-23,background_sequences,Mu,74
hCoV-19/Colombia/ANT-PRO-LDSP53/2021|EPI_ISL_4965710|2021-05-24,EPI_ISL_4965710,B.1.621.1,Colombia,Antioquia,2021-05-24,background_sequences,Mu,74
hCoV-19/Colombia/VAC-INS-VG-5624/2021|EPI_ISL_4946236|2021-06-02,EPI_ISL_4946236,B.1.621,Colombia,Valle del Cauca,2021-06-02,background_sequences,Mu,75
hCoV-19/Colombia/NAR-INS-VG-5678/2021|EPI_ISL_4946244|2021-06-03,EPI_ISL_4946244,B.1.621,Colombia,Narino,2021-06-03,background_sequences,Mu,75
hCoV-19/Colombia/NAR-INS-VG-5675/2021|EPI_ISL_4946243|2021-06-04,EPI_ISL_4946243,B.1.621,Colombia,Narino,2021-06-04,background_sequences,Mu,75
hCoV-19/Colombia/ANT-PRO-LDSP80/2021|EPI_ISL_4965728|2021-06-05,EPI_ISL_4965728,B.1.621,Colombia,Antioquia,2021-06-05,background_sequences,Mu,75
hCoV-19/Colombia/RIS-INS-VG-5626/2021|EPI_ISL_4946241|2021-06-06,EPI_ISL_4946241,B.1.621,Colombia,Risaralda,2021-06-06,background_sequences,Mu,76
hCoV-19/Colombia/CAL-INS-VG-5628/2021|EPI_ISL_4946227|2021-06-10,EPI_ISL_4946227,B.1.621,Colombia,Caldas,2021-06-10,background_sequences,Mu,76
hCoV-19/Colombia/QUI-INS-VG-5614/2021|EPI_ISL_4946242|2021-06-08,EPI_ISL_4946242,B.1.621,Colombia,Quindío,2021-06-08,background_sequences,Mu,76
hCoV-19/Colombia/CAL-INS-VG-5638/2021|EPI_ISL_4946228|2021-06-07,EPI_ISL_4946228,B.1.621,Colombia,Caldas,2021-06-07,background_sequences,Mu,76
hCoV-19/Colombia/ANT-PRO-LDSP361/2021|EPI_ISL_4957999|2021-06-14,EPI_ISL_4957999,B.1.621,Colombia,Antioquia,2021-06-14,background_sequences,Mu,77
hCoV-19/Colombia/ANT-PRO-LDSP362/2021|EPI_ISL_4958005|2021-06-15,EPI_ISL_4958005,B.1.621,Colombia,Antioquia,2021-06-15,background_sequences,Mu,77
hCoV-19/Colombia/VAC-INS-VG-5642/2021|EPI_ISL_4946235|2021-06-14,EPI_ISL_4946235,B.1.621,Colombia,Valle del Cauca,2021-06-14,background_sequences,Mu,77
hCoV-19/Colombia/ANT-PRO-LDSP360/2021|EPI_ISL_4958009|2021-06-13,EPI_ISL_4958009,B.1.621,Colombia,Antioquia,2021-06-13,background_sequences,Mu,77
hCoV-19/Colombia/ANT-PRO-LDSP364/2021|EPI_ISL_4958028|2021-06-23,EPI_ISL_4958028,B.1.621,Colombia,Antioquia,2021-06-23,background_sequences,Mu,78
hCoV-19/Colombia/NAR-INS-VG-5680/2021|EPI_ISL_4946245|2021-06-22,EPI_ISL_4946245,B.1.621,Colombia,Narino,2021-06-22,background_sequences,Mu,78
hCoV-19/Colombia/VAC-INS-VG-5636/2021|EPI_ISL_4946229|2021-06-21,EPI_ISL_4946229,B.1.621,Colombia,Valle del Cauca,2021-06-21,background_sequences,Mu,78
hCoV-19/Colombia/VAC-INS-VG-5647/2021|EPI_ISL_4946237|2021-06-23,EPI_ISL_4946237,B.1.621,Colombia,Valle del Cauca,2021-06-23,background_sequences,Mu,78
hCoV-19/Colombia/ANT-PRO-LDSP310/2021|EPI_ISL_4960512|2021-07-01,EPI_ISL_4960512,B.1.621,Colombia,Antioquia,2021-07-01,background_sequences,Mu,79
hCoV-19/Colombia/ANT-PRO-LDSP308/2021|EPI_ISL_4960511|2021-07-03,EPI_ISL_4960511,B.1.621,Colombia,Antioquia,2021-07-03,background_sequences,Mu,79
hCoV-19/Colombia/VAC-INS-VG-5649/2021|EPI_ISL_4946230|2021-06-28,EPI_ISL_4946230,B.1.621,Colombia,Valle del Cauca,2021-06-28,background_sequences,Mu,79
hCoV-19/Colombia/ANT-PRO-LDSP306/2021|EPI_ISL_4960509|2021-07-03,EPI_ISL_4960509,B.1.621,Colombia,Antioquia,2021-07-03,background_sequences,Mu,79
hCoV-19/Colombia/ANT-PRO-LDSP368/2021|EPI_ISL_4958021|2021-07-10,EPI_ISL_4958021,B.1.621,Colombia,Antioquia,2021-07-10,background_sequences,Mu,80
hCoV-19/Colombia/ANT-PRO-LDSP373/2021|EPI_ISL_4958019|2021-07-04,EPI_ISL_4958019,B.1.621,Colombia,Antioquia,2021-07-04,background_sequences,Mu,80
hCoV-19/Colombia/ANT-PRO-LDSP312/2021|EPI_ISL_4960513|2021-07-10,EPI_ISL_4960513,B.1.621,Colombia,Antioquia,2021-07-10,background_sequences,Mu,80
hCoV-19/Colombia/DC-LSPSDS-VG-919893/2021|EPI_ISL_8357399|2021-07-10,EPI_ISL_8357399,B.1.621,Colombia,Bogota,2021-07-10,background_sequences,Mu,80
hCoV-19/Colombia/ANT-PRO-LDSP408/2021|EPI_ISL_4958025|2021-07-13,EPI_ISL_4958025,B.1.621,Colombia,Antioquia,2021-07-13,background_sequences,Mu,81
hCoV-19/Colombia/ANT-PRO-LDSP369/2021|EPI_ISL_4958007|2021-07-13,EPI_ISL_4958007,B.1.621,Colombia,Antioquia,2021-07-13,background_sequences,Mu,81
hCoV-19/Colombia/ANT-PRO-LDSP410/2021|EPI_ISL_4958026|2021-07-14,EPI_ISL_4958026,B.1.621,Colombia,Antioquia,2021-07-14,background_sequences,Mu,81
hCoV-19/Colombia/DC-LSPSDS-VG-919911/2021|EPI_ISL_8357407|2021-07-13,EPI_ISL_8357407,B.1.621,Colombia,Bogota,2021-07-13,background_sequences,Mu,81
hCoV-19/Colombia/DC-LSPSDS-VG-845612/2021|EPI_ISL_8357366|2021-07-21,EPI_ISL_8357366,B.1.621,Colombia,Bogota,2021-07-21,background_sequences,Mu,82
hCoV-19/Colombia/DC-LSPSDS-VG-965046/2021|EPI_ISL_8357432|2021-07-23,EPI_ISL_8357432,B.1.621,Colombia,Bogota,2021-07-23,background_sequences,Mu,82
hCoV-19/Colombia/ANT-PRO-LDSP332/2021|EPI_ISL_4960535|2021-07-21,EPI_ISL_4960535,B.1.621,Colombia,Antioquia,2021-07-21,background_sequences,Mu,82
hCoV-19/Colombia/ANT-PRO-LDSP412/2021|EPI_ISL_4958027|2021-07-19,EPI_ISL_4958027,B.1.621,Colombia,Antioquia,2021-07-19,background_sequences,Mu,82
hCoV-19/Colombia/ANT-PRO-LDSP390/2021|EPI_ISL_4958006|2021-07-26,EPI_ISL_4958006,B.1.621,Colombia,Antioquia,2021-07-26,background_sequences,Mu,83
hCoV-19/Colombia/ANT-PRO-LDSP382/2021|EPI_ISL_4958008|2021-07-26,EPI_ISL_4958008,B.1.621,Colombia,Antioquia,2021-07-26,background_sequences,Mu,83
hCoV-19/Colombia/ANT-PRO-LDSP394/2021|EPI_ISL_4958003|2021-07-30,EPI_ISL_4958003,B.1.621,Colombia,Antioquia,2021-07-30,background_sequences,Mu,83
hCoV-19/Colombia/ANT-PRO-LDSP385/2021|EPI_ISL_4958015|2021-07-27,EPI_ISL_4958015,B.1.621,Colombia,Antioquia,2021-07-27,background_sequences,Mu,83
hCoV-19/Colombia/ANT-PRO-LDSP415/2021|EPI_ISL_4958002|2021-08-01,EPI_ISL_4958002,B.1.621,Colombia,Antioquia,2021-08-01,background_sequences,Mu,84
hCoV-19/Colombia/ANT-PRO-LDSP400/2021|EPI_ISL_4958023|2021-08-04,EPI_ISL_4958023,B.1.621,Colombia,Antioquia,2021-08-04,background_sequences,Mu,84
hCoV-19/Colombia/ANT-PRO-LDSP401/2021|EPI_ISL_4958024|2021-08-05,EPI_ISL_4958024,B.1.621,Colombia,Antioquia,2021-08-05,background_sequences,Mu,84
hCoV-19/Colombia/ANT-PRO-LDSP405/2021|EPI_ISL_4958014|2021-08-04,EPI_ISL_4958014,B.1.621,Colombia,Antioquia,2021-08-04,background_sequences,Mu,84
hCoV-19/Colombia/PUT-INS-41183093/2021|EPI_ISL_4940431|2021-08-12,EPI_ISL_4940431,B.1.621,Colombia,Putumayo,2021-08-12,background_sequences,Mu,85
